,items,has_more,quota_max,quota_remaining
10,"{'tags': ['perl', 'subroutine'], 'owner': {'reputation': 7508, 'user_id': 2658683, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/Pa1qO.jpg?s=256&g=1', 'display_name': 'Gil Epshtain', 'link': 'https://stackoverflow.com/users/2658683/gil-epshtain'}, 'is_answered': True, 'view_count': 514, 'closed_date': 1394634310, 'answer_count': 2, 'score': 0, 'last_activity_date': 1660632821, 'creation_date': 1394632415, 'question_id': 22353724, 'link': 'https://stackoverflow.com/questions/22353724/what-is-the-difference-between-perl-subroutines-with-ampersand-and-without', 'closed_reason': 'Duplicate', 'title': 'What is the difference between Perl subroutines with &quot;&amp;&quot; (ampersand) and without'}",True,300,299
11,"{'tags': ['regex', 'linux', 'perl'], 'owner': {'reputation': 31, 'user_id': 18499418, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4Pyb6.jpg?s=256&g=1', 'display_name': 'cave-at-aperture', 'link': 'https://stackoverflow.com/users/18499418/cave-at-aperture'}, 'is_answered': True, 'view_count': 63, 'answer_count': 2, 'score': 1, 'last_activity_date': 1660630521, 'creation_date': 1660587516, 'last_edit_date': 1660602453, 'question_id': 73364936, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/73364936/is-there-a-way-to-retain-perl-regex-captures-when-saving-the-regular-expression', 'title': 'Is there a way to retain perl regex captures when saving the regular expression as a variable?'}",True,300,299
12,"{'tags': ['regex', 'regexp-replace', 're2', 're2j'], 'owner': {'reputation': 1, 'user_id': 19772458, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucoCJevv5XJZI8xzDNp9umbRy8uX4OAS4gXSm-Ai=k-s256', 'display_name': 'Noor Muhammed', 'link': 'https://stackoverflow.com/users/19772458/noor-muhammed'}, 'is_answered': False, 'view_count': 66, 'answer_count': 1, 'score': 0, 'last_activity_date': 1660623598, 'creation_date': 1660621822, 'last_edit_date': 1660622600, 'question_id': 73368606, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/73368606/error-parsing-regexp-invalid-or-unsupported-perl-syntax', 'title': 'error parsing regexp invalid or unsupported Perl syntax: `(?!`'}",True,300,299
13,"{'tags': ['arrays', 'list', 'scalar', 'perl'], 'owner': {'reputation': 3105, 'user_id': 926841, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/35db8f136bf1a8d79065de6e65ffe500?s=256&d=identicon&r=PG', 'display_name': 'Miroslav Popov', 'link': 'https://stackoverflow.com/users/926841/miroslav-popov'}, 'is_answered': True, 'view_count': 644, 'accepted_answer_id': 57335765, 'answer_count': 3, 'score': 3, 'last_activity_date': 1660615579, 'creation_date': 1564810611, 'last_edit_date': 1564816494, 'question_id': 57335742, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/57335742/perl-length-of-an-anonymous-list', 'title': 'Perl: Length of an anonymous list'}",True,300,299
14,"{'tags': ['perl'], 'owner': {'reputation': 25, 'user_id': 18266889, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6972850c18647cc19ae3743e9cff1bf8?s=256&d=identicon&r=PG', 'display_name': 'tahi', 'link': 'https://stackoverflow.com/users/18266889/tahi'}, 'is_answered': True, 'view_count': 84, 'accepted_answer_id': 73362158, 'answer_count': 1, 'score': 2, 'last_activity_date': 1660575957, 'creation_date': 1660561029, 'last_edit_date': 1660571994, 'question_id': 73360040, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/73360040/explanation-for-perl-syntax-needed', 'title': 'Explanation for Perl syntax needed'}",True,300,299
15,"{'tags': ['perl'], 'owner': {'reputation': 1228, 'user_id': 2856552, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zilore Mumba', 'link': 'https://stackoverflow.com/users/2856552/zilore-mumba'}, 'is_answered': True, 'view_count': 148, 'accepted_answer_id': 68780839, 'answer_count': 3, 'score': 1, 'last_activity_date': 1660546079, 'creation_date': 1628919977, 'question_id': 68780689, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/68780689/why-is-my-perl-split-at-all-3rd-occurences-of-a-space-not-working', 'title': 'Why is my perl split(), at all 3rd occurences of a space not working?'}",True,300,299
16,"{'tags': ['perl', 'version'], 'owner': {'reputation': 23, 'user_id': 19383149, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh1IMb4NiJOSDlY7ePhnSAxEL9W29aVbJZzgD1B=k-s256', 'display_name': 'Prithviraj ', 'link': 'https://stackoverflow.com/users/19383149/prithviraj'}, 'is_answered': True, 'view_count': 51, 'accepted_answer_id': 73344310, 'answer_count': 1, 'score': 0, 'last_activity_date': 1660500298, 'creation_date': 1660392955, 'last_edit_date': 1660500298, 'question_id': 73344189, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/73344189/how-to-check-if-my-build-version-is-above-x-x-x-in-perl', 'title': 'How to check if my build version is above x.x.x in perl'}",True,300,299
17,"{'tags': ['hex', 'ascii'], 'owner': {'reputation': 4988, 'user_id': 5300329, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://lh3.googleusercontent.com/-ED2Y0YdnPoU/AAAAAAAAAAI/AAAAAAAAARY/inM3zvRnhsU/photo.jpg?sz=256', 'display_name': 'OscarAkaElvis', 'link': 'https://stackoverflow.com/users/5300329/oscarakaelvis'}, 'is_answered': True, 'view_count': 3424, 'accepted_answer_id': 42837921, 'answer_count': 4, 'score': 1, 'last_activity_date': 1660452097, 'creation_date': 1489651054, 'last_edit_date': 1660452097, 'question_id': 42828273, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/42828273/bash-hex-to-ascii-is-possible-without-xxd-or-perl', 'title': 'Bash. Hex to ascii. Is possible without xxd or perl?'}",True,300,299
18,"{'tags': ['perl', 'strace'], 'owner': {'reputation': 11657, 'user_id': 673018, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/564a944115df1873570d0aa24d619292?s=256&d=identicon&r=PG', 'display_name': 'Mandar Pande', 'link': 'https://stackoverflow.com/users/673018/mandar-pande'}, 'is_answered': True, 'view_count': 1268, 'accepted_answer_id': 9224678, 'answer_count': 2, 'score': 2, 'last_activity_date': 1660451943, 'creation_date': 1328859979, 'last_edit_date': 1660451943, 'question_id': 9224396, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/9224396/how-to-find-the-current-step-the-running-perl-script-is-executing', 'title': 'How to find the current step the running perl script is executing?'}",True,300,299
19,"{'tags': ['perl'], 'owner': {'reputation': 11, 'user_id': 10625083, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-eGHjROZnxik/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbADpjnkFb1u650B6VG4cHW8GdQ0ig/mo/photo.jpg?sz=256', 'display_name': 'himanshu bahl', 'link': 'https://stackoverflow.com/users/10625083/himanshu-bahl'}, 'is_answered': True, 'view_count': 192, 'answer_count': 2, 'score': 0, 'last_activity_date': 1660405085, 'creation_date': 1591732568, 'last_edit_date': 1591763510, 'question_id': 62290825, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/62290825/how-to-create-static-variable-in-perl-so-that-i-can-access-in-from-another-scrip', 'title': 'How to create static variable in perl so that I can access in from another script'}",True,300,299
20,"{'tags': ['perl'], 'owner': {'reputation': 584, 'user_id': 7213190, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/2029b9001edffecba0fa621907d93734?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kim', 'link': 'https://stackoverflow.com/users/7213190/kim'}, 'is_answered': True, 'view_count': 853, 'answer_count': 2, 'score': 2, 'last_activity_date': 1660375305, 'creation_date': 1505884422, 'last_edit_date': 1510380642, 'question_id': 46313766, 'content_license': 'CC BY-SA 3.0', 'link': 'https://stackoverflow.com/questions/46313766/is-it-possible-to-use-hash-array-scalar-with-the-same-name-in-perl', 'title': 'Is it possible to use hash, array, scalar with the same name in Perl?'}",True,300,299
21,"{'tags': ['c++', 'cmake', 'itk'], 'owner': {'reputation': 1, 'user_id': 12641220, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAdqaBRscy9Paw17yd62-fErtw3cgaQY6Dfjii2=k-s256', 'display_name': 'Richard', 'link': 'https://stackoverflow.com/users/12641220/richard'}, 'is_answered': False, 'view_count': 24, 'answer_count': 0, 'score': 0, 'last_activity_date': 1660354359, 'creation_date': 1660354359, 'question_id': 73341026, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/73341026/when-cmake-build-itk-occur-perl-error-in-windows', 'title': 'when cmake build ITK occur Perl Error in Windows'}",True,300,299
22,"{'tags': ['perl', 'utf-8'], 'owner': {'reputation': 31, 'user_id': 16179803, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/25208ed61cac618753f9ee758ac9b27d?s=256&d=identicon&r=PG&f=1', 'display_name': 'amir', 'link': 'https://stackoverflow.com/users/16179803/amir'}, 'is_answered': True, 'view_count': 63, 'closed_date': 1660381702, 'answer_count': 2, 'score': 0, 'last_activity_date': 1660341270, 'creation_date': 1660322411, 'question_id': 73337329, 'link': 'https://stackoverflow.com/questions/73337329/perl-and-utf8-output-from-file', 'closed_reason': 'Duplicate', 'title': 'Perl and utf8 output from file'}",True,300,299
23,"{'tags': ['perl', 'tcsh'], 'owner': {'reputation': 21, 'user_id': 2514550, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9416c716f2d690ab65f362c8364fe9e4?s=256&d=identicon&r=PG', 'display_name': 'Nibblerglozer', 'link': 'https://stackoverflow.com/users/2514550/nibblerglozer'}, 'is_answered': True, 'view_count': 93, 'closed_date': 1660405754, 'answer_count': 2, 'score': 0, 'last_activity_date': 1660339816, 'creation_date': 1660321435, 'last_edit_date': 1660322669, 'question_id': 73337124, 'link': 'https://stackoverflow.com/questions/73337124/how-can-i-really-call-a-shell-command-in-my-perl-script', 'closed_reason': 'Needs details or clarity', 'title': 'How can I really call a shell command in my Perl script?'}",True,300,299
24,"{'tags': ['perl'], 'owner': {'reputation': 7701, 'user_id': 3387716, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bcad6c8d7a64b0e16fd59996e3835ee9?s=256&d=identicon&r=PG', 'display_name': 'Fravadona', 'link': 'https://stackoverflow.com/users/3387716/fravadona'}, 'is_answered': True, 'view_count': 87, 'answer_count': 1, 'score': 2, 'last_activity_date': 1660335430, 'creation_date': 1660317970, 'last_edit_date': 1660335430, 'question_id': 73336460, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/73336460/determining-the-parts-that-match-a-regex-in-perl', 'title': 'Determining the parts that match a regex in perl'}",True,300,299
25,"{'tags': ['perl', 'unix', 'ldap'], 'owner': {'reputation': 35, 'user_id': 8060165, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-mdywERHBtWc/AAAAAAAAAAI/AAAAAAAAEbY/vmAop4TdW-Y/photo.jpg?sz=256', 'display_name': 'Manu Gal&#225;n', 'link': 'https://stackoverflow.com/users/8060165/manu-gal%c3%a1n'}, 'is_answered': True, 'view_count': 237, 'accepted_answer_id': 56261593, 'answer_count': 1, 'score': 0, 'last_activity_date': 1660331406, 'creation_date': 1558539974, 'last_edit_date': 1558548336, 'question_id': 56260614, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/56260614/how-to-create-users-on-a-ldap-server-with-perl-for-unix-authentication', 'title': 'How to create users on a LDAP server with Perl for Unix authentication?'}",True,300,299
26,"{'tags': ['perl'], 'owner': {'reputation': 1, 'user_id': 19751579, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqIV_FG6lNj9gtYe6PthlYzc0OA2rjUAsVtSguwsg=k-s256', 'display_name': 'Abhimanyu Gupta', 'link': 'https://stackoverflow.com/users/19751579/abhimanyu-gupta'}, 'is_answered': True, 'view_count': 48, 'closed_date': 1660323266, 'answer_count': 2, 'score': -1, 'last_activity_date': 1660323151, 'creation_date': 1660315012, 'question_id': 73335798, 'link': 'https://stackoverflow.com/questions/73335798/how-can-i-get-the-3rd-friday-of-a-month-in-perl', 'closed_reason': 'Not suitable for this site', 'title': 'How can I get the 3rd Friday of a month in Perl?'}",True,300,299
27,"{'tags': ['perl', 'cross-platform'], 'owner': {'reputation': 25631, 'user_id': 6444, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/1510549f9353c9859b7b3c81872df09c?s=256&d=identicon&r=PG', 'display_name': 'mxcl', 'link': 'https://stackoverflow.com/users/6444/mxcl'}, 'is_answered': True, 'view_count': 69347, 'accepted_answer_id': 334700, 'answer_count': 11, 'score': 60, 'last_activity_date': 1660317247, 'creation_date': 1228237140, 'last_edit_date': 1228353831, 'question_id': 334686, 'content_license': 'CC BY-SA 2.5', 'link': 'https://stackoverflow.com/questions/334686/how-can-i-detect-the-operating-system-in-perl', 'title': 'How can I detect the operating system in Perl?'}",True,300,299
28,"{'tags': ['zsh'], 'owner': {'reputation': 164, 'user_id': 2194258, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/QHQsu.png?s=256&g=1', 'display_name': 'GBelanger', 'link': 'https://stackoverflow.com/users/2194258/gbelanger'}, 'is_answered': True, 'view_count': 54, 'answer_count': 3, 'score': 1, 'last_activity_date': 1660254064, 'creation_date': 1660065551, 'last_edit_date': 1660076419, 'question_id': 73295790, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/73295790/how-to-make-an-alias-to-enclose-multi-member-expression-passed-as-argument-to-a', 'title': 'How to make an alias to enclose multi-member expression passed as argument to a perl script'}",True,300,299
29,"{'tags': ['windows', 'perl'], 'owner': {'reputation': 498, 'user_id': 11365539, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-B5YB6Qt0o1U/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcVBU0MhQRqXx-Bv6RIvwqOt1-Xag/mo/photo.jpg?sz=256', 'display_name': 'Warpstar22', 'link': 'https://stackoverflow.com/users/11365539/warpstar22'}, 'is_answered': True, 'view_count': 82, 'accepted_answer_id': 73306362, 'answer_count': 1, 'score': 2, 'last_activity_date': 1660134590, 'creation_date': 1659970034, 'last_edit_date': 1660045817, 'question_id': 73279792, 'content_license': 'CC BY-SA 4.0', 'link': 'https://stackoverflow.com/questions/73279792/perl-display-stdout-and-stderr-in-different-colors-on-windows', 'title': 'Perl: Display STDOUT and STDERR in different colors on Windows'}",True,300,299
